Frame Index ,Area (microns^2) ,Centroid X (microns) ,Centroid Y (microns) ,Width (microns) ,Height (microns) ,Aspect Ratio ,Solidity
        985 ,      39499500.0 ,                 650 ,                 200 ,            400 ,             460 ,      0.8696 ,  0.9818
        988 ,      58599000.0 ,                 650 ,                 630 ,            450 ,             690 ,      0.6522 ,  0.9771
        989 ,      80197500.0 ,                 650 ,                1330 ,            500 ,             800 ,      0.625  ,  0.982
        990 ,      62551500.0 ,                 650 ,                1740 ,            470 ,             690 ,      0.6812 ,  0.9832
        992 ,      61812000.0 ,                 620 ,                 780 ,            440 ,             720 ,      0.6111 ,  0.9789
        993 ,      72420000.0 ,                 670 ,                2200 ,            500 ,             700 ,      0.7143 ,  0.9806
        994 ,      76857000.0 ,                 670 ,                 640 ,            530 ,             740 ,      0.7162 ,  0.9845
        995 ,      76066500.0 ,                 680 ,                1580 ,            540 ,             730 ,      0.7397 ,  0.984
        996 ,      41004000.0 ,                 660 ,                 150 ,            560 ,             370 ,      1.5135 ,  0.9802
        997 ,      94095000.0 ,                 630 ,                1660 ,            530 ,             870 ,      0.6092 ,  0.9861
        998 ,      65841000.0 ,                 610 ,                 240 ,            560 ,             540 ,      1.037  ,  0.9799
        999 ,      28305000.0 ,                 640 ,                2400 ,            390 ,             350 ,      1.1143 ,  0.9823
       1000 ,      59440500.0 ,                 620 ,                 990 ,            450 ,             660 ,      0.6818 ,  0.9817
       1001 ,      59160000.0 ,                 620 ,                 800 ,            400 ,             720 ,      0.5556 ,  0.9831
       1002 ,      50388000.0 ,                 620 ,                1460 ,            430 ,             600 ,      0.7167 ,  0.9804
       1003 ,      81039000.0 ,                 650 ,                1380 ,            500 ,             810 ,      0.6173 ,  0.9848
       1004 ,      55182000.0 ,                 630 ,                1930 ,            420 ,             650 ,      0.6462 ,  0.9828
       1005 ,      54162000.0 ,                 600 ,                 330 ,            420 ,             630 ,      0.6667 ,  0.9815
       1006 ,      72343500.0 ,                 650 ,                1190 ,            520 ,             720 ,      0.7222 ,  0.982
       1007 ,     120207000.0 ,                 640 ,                 860 ,            520 ,            1180 ,      0.4407 ,  0.9797
       1008 ,      56788500.0 ,                 620 ,                1790 ,            460 ,             610 ,      0.7541 ,  0.9822
       1009 ,      49699500.0 ,                 600 ,                 240 ,            450 ,             520 ,      0.8654 ,  0.9786
       1011 ,      41922000.0 ,                 620 ,                2280 ,            420 ,             510 ,      0.8235 ,  0.9777
       1012 ,      42865500.0 ,                 620 ,                 660 ,            440 ,             500 ,      0.88   ,  0.9764
       1013 ,      49597500.0 ,                 620 ,                1150 ,            440 ,             580 ,      0.7586 ,  0.9845
       1014 ,      73618500.0 ,                 650 ,                2000 ,            460 ,             810 ,      0.5679 ,  0.98
       1015 ,      65203500.0 ,                 630 ,                 420 ,            430 ,             770 ,      0.5584 ,  0.9811
       1016 ,      45058500.0 ,                 640 ,                1380 ,            430 ,             550 ,      0.7818 ,  0.9781
       1018 ,      44727000.0 ,                 670 ,                 210 ,            440 ,             480 ,      0.9167 ,  0.983
       1019 ,      63367500.0 ,                 630 ,                1960 ,            460 ,             680 ,      0.6765 ,  0.985
       1020 ,      60256500.0 ,                 610 ,                 390 ,            480 ,             650 ,      0.7385 ,  0.9796
       1022 ,      59568000.0 ,                 620 ,                 640 ,            420 ,             700 ,      0.6    ,  0.983
       1025 ,      56533500.0 ,                 660 ,                1370 ,            450 ,             640 ,      0.7031 ,  0.9825
       1026 ,     126403500.0 ,                 650 ,                1950 ,            560 ,            1100 ,      0.5091 ,  0.9849
       1027 ,     111996000.0 ,                 640 ,                 450 ,            570 ,             930 ,      0.6129 ,  0.9815
       1030 ,      84201000.0 ,                 630 ,                1230 ,            510 ,             830 ,      0.6145 ,  0.9846
       1031 ,      65127000.0 ,                 630 ,                1350 ,            490 ,             660 ,      0.7424 ,  0.9837
       1032 ,      76576500.0 ,                 650 ,                1610 ,            500 ,             790 ,      0.6329 ,  0.9821
       1033 ,      42942000.0 ,                 630 ,                 170 ,            520 ,             410 ,      1.2683 ,  0.9799
       1034 ,      51867000.0 ,                 660 ,                1020 ,            390 ,             670 ,      0.5821 ,  0.9822
       1035 ,      76831500.0 ,                 640 ,                 810 ,            550 ,             730 ,      0.7534 ,  0.9835
       1036 ,      61251000.0 ,                 600 ,                1090 ,            420 ,             750 ,      0.56   ,  0.9774
       1037 ,      92080500.0 ,                 630 ,                 720 ,            540 ,             890 ,      0.6067 ,  0.9833
       1038 ,      77596500.0 ,                 650 ,                1560 ,            490 ,             790 ,      0.6203 ,  0.9838
       1039 ,      70941000.0 ,                 620 ,                1900 ,            470 ,             760 ,      0.6184 ,  0.9828
       1040 ,      65331000.0 ,                 600 ,                 330 ,            450 ,             690 ,      0.6522 ,  0.9849
       1041 ,      55360500.0 ,                 670 ,                2300 ,            460 ,             560 ,      0.8214 ,  0.9861
       1042 ,      77290500.0 ,                 660 ,                 830 ,            500 ,             780 ,      0.641  ,  0.981
       1043 ,     112098000.0 ,                 660 ,                1870 ,            540 ,            1010 ,      0.5347 ,  0.9857
       1044 ,      96543000.0 ,                 650 ,                 380 ,            540 ,             830 ,      0.6506 ,  0.9832
       1045 ,      59848500.0 ,                 670 ,                1180 ,            470 ,             680 ,      0.6912 ,  0.9839
       1046 ,      49138500.0 ,                 660 ,                1820 ,            410 ,             600 ,      0.6833 ,  0.9745
       1047 ,      38326500.0 ,                 650 ,                 210 ,            390 ,             480 ,      0.8125 ,  0.9762
       1048 ,      84609000.0 ,                 670 ,                2050 ,            510 ,             820 ,      0.622  ,  0.9856
       1049 ,      84660000.0 ,                 650 ,                 490 ,            540 ,             790 ,      0.6835 ,  0.9831
       1050 ,      58318500.0 ,                 640 ,                2150 ,            440 ,             680 ,      0.6471 ,  0.9792
       1051 ,      61735500.0 ,                 670 ,                1530 ,            440 ,             750 ,      0.5867 ,  0.9817
       1052 ,      77061000.0 ,                 680 ,                1980 ,            470 ,             820 ,      0.5732 ,  0.9829
       1053 ,      73465500.0 ,                 650 ,                 400 ,            480 ,             760 ,      0.6316 ,  0.981
       1054 ,     166795500.0 ,                 630 ,                1000 ,            770 ,            1120 ,      0.6875 ,  0.9804
